Эпиналь-Ле Ман,21.10.2023 в 00:30,3.75,3.30,1.95
ГОАЛ-Нанси,21.10.2023 в 00:30,2.08,3.25,3.45
Мартик-Шатору,21.10.2023 в 00:30,1.94,3.25,3.90
Версаль-Мариньян Жиньяк,21.10.2023 в 00:30,1.77,3.35,4.60
Орлеан-Ньор,21.10.2023 в 00:30,2.55,3.20,2.65
Сошо-Вильфранш,21.10.2023 в 00:30,2.85,3.20,2.41
Ним-Дижон,21.10.2023 в 00:30,2.10,3.35,3.25
Сесвете-Биело Брдо,20.10.2023 в 20:00,1.84,3.35,4.20
Рудеш-Славен Белупо,20.10.2023 в 23:00,2.55,3.25,2.65
Границе-Фридек Мистек,20.10.2023 в 22:30,2.55,3.65,2.42
Здар Над Сазавоу-Спартак Велка Битеш,20.10.2023 в 23:00,1.38,5.00,6.60
Височина Йиглава-Вышков,20.10.2023 в 22:00,3.25,3.35,2.09
Пршибрам-Простеёв,20.10.2023 в 23:00,1.71,3.75,4.40
Норрчёпинг (ж)-Питеа (ж),20.10.2023 в 23:00,3.10,3.70,2.05
Россо Уддевалла (ж)-Джитекс ДФФ (ж),21.10.2023 в 00:00,3.60,4.10,1.79
Пайде Линнамеесконд 2-Таллин,21.10.2023 в 00:00,2.90,4.30,2.00
Хадия Хоссана-Волките Кетема,20.10.2023 в 19:00,2.22,3.00,3.40
Сент-Джордж-Шашемене Кенема,20.10.2023 в 22:00,1.49,3.90,6.60
ЖДР Старс-Претория Университи,20.10.2023 в 20:30,2.15,2.90,3.70
Ла Масия-Касрик Старс,20.10.2023 в 20:30,2.70,2.90,2.70
Милфорд-Венда,20.10.2023 в 20:30,2.07,3.15,3.60
Оренбург-Факел Воронеж,21.10.2023 в 16:00,1.84,3.70,4.40
Рубин-ЦСКА М,21.10.2023 в 18:00,3.30,3.55,2.18
Локомотив М-Динамо М,21.10.2023 в 20:30,2.50,3.65,2.70
Балтика-Краснодар,21.10.2023 в 23:00,3.15,3.35,2.37
Ливерпуль-Эвертон,21.10.2023 в 18:30,1.36,5.80,7.60
Манчестер Сити-Брайтон,21.10.2023 в 21:00,1.43,5.40,6.40
Брентфорд-Бёрнли,21.10.2023 в 21:00,1.82,3.80,4.50
Ньюкасл-Кристал Пэлас,21.10.2023 в 21:00,1.48,4.60,7.00
Ноттингем Форест-Лутон Таун,21.10.2023 в 21:00,1.66,3.85,5.60
Борнмут-Вулверхэмптон,21.10.2023 в 21:00,2.41,3.50,2.95
Челси-Арсенал,21.10.2023 в 23:30,3.10,3.50,2.32
Шеффилд Юнайтед-Манчестер Юнайтед,22.10.2023 в 02:00,7.00,5.00,1.43
