Ниймеген-АлмереНидерланды,22.10.2023 в ,1.81,3.84,4.14
Рода-Виллем IIНидерланды,22.10.2023 в ,2.08,3.49,3.29
Льерс Кемпензонен-РФК СерэнБельгия,22.10.2023 в ,2.1,3.72,3.01
Зульте Варегем-РФК ЛьежБельгия,22.10.2023 в ,1.77,4.44,3.48
Аль Ахли Джидда-Аль Вахда МеккаС,22.10.2023 в ,1.27,5.46,9.3
Аль Шабаб Рияд-Аль ТаиС,22.10.2023 в ,1.43,4.59,6.25
Медз Легница-Висла ПлоцкПольша,22.10.2023 в ,2.09,3.44,3.24
Лех Познань-ЛКС ЛодзьПольша,22.10.2023 в ,1.27,5.46,11.92
Алянса Атлетико-Депортиво МунисипальПеру,22.10.2023 в ,1.44,4.41,6.62
Кумбая-Унив,22.10.2023 в ,3.18,2.98,2.34
Домжале-Олимпия ЛюблянаСловения,22.10.2023 в ,3.94,3.74,1.88
Фортуна Д-КайзерслаутернГермания,22.10.2023 в ,1.86,3.79,3.94
Базель-СерветтШвейцария,22.10.2023 в ,2.6,3.6,2.52
Сассуоло-ЛациоИталия,22.10.2023 в ,2.62,3.71,2.55
Шарлеруа-АнтверпенБельгия,22.10.2023 в ,3.27,3.53,2.17
Фарул Констанца-Унив,22.10.2023 в ,1.8,3.45,4.6
Шеффилд Юн-Манчестер ЮнАнглия,22.10.2023 в ,7.27,5.08,1.42
Сельта-Атлетико МИспания,22.10.2023 в ,3.65,3.45,2.09
Сарагоса-ЭйбарИспания,22.10.2023 в ,2.7,2.97,2.89
Ницца-МарсельФранция,22.10.2023 в ,2.44,3.21,3.1
АЗ Алкмаар-ХееренвенНидерланды,22.10.2023 в ,1.29,5.36,10.92
Фейеноорд-ВитессНидерланды,22.10.2023 в ,1.15,7.88,17.23
Нюрнберг-ГертаГермания,22.10.2023 в 18:30,2.77,3.63,2.4
Ганза Росток-Хольштайн КильГермания,22.10.2023 в 18:30,2.63,3.51,2.57
Карлсруэ-Шальке 04Германия,22.10.2023 в 18:30,2.18,3.75,3.05
Зандхаузен-ВерльГермания,22.10.2023 в 18:30,2.2,3.66,2.96
Эвертон(жен)-Манчестер Юн(жен)Жен,22.10.2023 в 19:00,7.3,4.7,1.35
Челси(жен)-Брайтон(жен)Жен,22.10.2023 в 20:00,1.12,9.1,13
Кельн-Боруссия МГермания,22.10.2023 в 20:30,2.36,3.73,2.85
Вест Хэм Юн(жен)-Ливерпуль(жен)Жен,22.10.2023 в 21:00,2.21,3.2,3.1
Рот Вайс Эссен-СаарбрюкенГермания,22.10.2023 в 21:30,2.95,3.51,2.26
Астон Вилла-Вест Хэм ЮнАнглия,22.10.2023 в 22:30,1.94,3.86,3.81
Хайденхайм-АугсбургГермания,22.10.2023 в 22:30,2.4,3.64,2.85
Эрцгебирге Ауэ-Ульм 1846Германия,23.10.2023 в ,2.58,3.35,2.64
Бристоль Сити(жен)-Арсенал Л(жен)Жен,23.10.2023 в ,20,8.9,1.09
